ID,Vietnamese_Text,English_Text,Vietnamese_Sound
cphrase_125,Tôi cảm thấy tốt hơn rồi,I feel better now,
cphrase_126,Tôi thấy khó chịu,I feel unwell / uncomfortable,
cphrase_128,Tôi không sao,I'm okay,
cphrase_129,Tôi thấy tự hào,I feel proud,
cphrase_130,Tôi thấy nhẹ nhõm,I feel relieved,
cphrase_131,Tôi hào hứng quá,I'm so excited,
cphrase_132,Tôi ngại quá,I'm so embarrassed,
cphrase_133,Tôi chán quá,I'm so bored,
cphrase_134,Tôi bận quá,I'm so busy,
cphrase_135,Tôi rảnh,I'm free,
cphrase_136,Tôi thoải mái,I'm comfortable / relaxed,
cphrase_137,Bây giờ,Now,
cphrase_138,Lát nữa,In a bit,
cphrase_14,Hân hạnh được biết bạn,Pleased to know you,
cphrase_141,Hôm qua,Yesterday,
cphrase_142,Tuần này,This week,
cphrase_143,Tuần sau,Next week,
cphrase_144,Mỗi ngày,Every day,
cphrase_145,Thỉnh thoảng,Sometimes,
cphrase_146,Hiếm khi,Rarely,
cphrase_147,Thường xuyên,Often,
cphrase_148,Ngay bây giờ,Right now,
cphrase_149,Sớm,Early,
cphrase_15,Chúc một ngày tốt lành,Have a good day,
cphrase_150,Muộn rồi,It's late,
cphrase_151,Đến giờ rồi,It's time,
cphrase_152,Còn nhiều thời gian,There's still plenty of time,
cphrase_153,Sắp hết giờ rồi,Time's almost up,
cphrase_154,Từ bây giờ,From now on,
cphrase_155,Cả ngày,All day,
cphrase_156,Suốt đêm,All night,
cphrase_157,Cuối tuần này,This weekend,
cphrase_158,Vào buổi sáng,In the morning,
cphrase_159,Vào buổi tối,In the evening,
cphrase_160,Trước đây,Before / in the past,
cphrase_161,Sau này,Later on / in the future,
cphrase_162,Tôi thức dậy lúc 6 giờ,I wake up at 6,
cphrase_163,Tôi đi làm,I go to work,
cphrase_164,Tôi đi học,I go to school,
cphrase_165,Tôi về nhà,I go home,
cphrase_166,Tôi nấu ăn,I cook,
cphrase_167,Tôi rửa chén,I wash dishes,
cphrase_168,Tôi dọn dẹp nhà cửa,I clean the house,
cphrase_169,Tôi tắm,I take a shower,
cphrase_17,Cảm ơn rất nhiều,Thank you so much,
cphrase_170,Tôi đánh răng,I brush my teeth,
cphrase_171,Tôi thay quần áo,I change clothes,
cphrase_172,Tôi xem TV,I watch TV,
cphrase_173,Tôi nghe nhạc,I listen to music,
cphrase_174,Tôi đọc sách,I read a book,
cphrase_175,Tôi tập thể dục,I exercise,
cphrase_176,Tôi đi ngủ,I go to sleep,
cphrase_177,Tôi đi dạo,I go for a walk,
cphrase_178,Tôi gặp bạn bè,I meet up with friends,
cphrase_179,Tôi làm việc nhà,I do housework,
cphrase_18,Không có gì,You're welcome,
cphrase_180,Tôi kiểm tra điện thoại,I check my phone,
cphrase_181,Tôi trả lời email,I reply to emails,
cphrase_182,Tôi lái xe đi làm,I drive to work,
cphrase_183,Tôi đón con,I pick up my kid,
cphrase_184,Tôi cho thú cưng ăn,I feed my pet,
cphrase_185,Tôi tưới cây,I water the plants,
cphrase_186,Tôi giặt đồ,I do laundry,
cphrase_187,Tôi ủi quần áo,I iron clothes,
cphrase_188,Tôi sạc điện thoại,I charge my phone,
cphrase_189,Tôi khóa cửa,I lock the door,
cphrase_190,Tôi tắt đèn,I turn off the light,
cphrase_191,Tôi mở cửa sổ,I open the window,
cphrase_192,Đây là gia đình tôi,This is my family,
cphrase_193,Bố tôi,My dad,
cphrase_194,Mẹ tôi,My mom,
cphrase_195,Anh trai tôi,My older brother,
cphrase_196,Chị gái tôi,My older sister,
cphrase_197,Em trai tôi,My younger brother,
cphrase_198,Em gái tôi,My younger sister,
cphrase_199,Vợ tôi,My wife,
cphrase_2,Chào bạn,Hi (to a friend),
cphrase_20,Tôi xin lỗi,I'm sorry,
cphrase_200,Chồng tôi,My husband,
cphrase_201,Con tôi,My child,
cphrase_202,Ông bà tôi,My grandparents,
cphrase_203,Bạn thân của tôi,My close friend,
cphrase_204,Người yêu của tôi,My partner,
cphrase_205,Gia đình tôi có 4 người,There are 4 people in my family,
cphrase_206,Tôi nhớ gia đình,I miss my family,
cphrase_207,Chúng tôi rất thân nhau,We're very close,
cphrase_208,Anh ấy là đồng nghiệp của tôi,He's my coworker,
cphrase_209,Cô ấy là hàng xóm của tôi,She's my neighbor,
cphrase_21,Không sao đâu,It's okay / no worries,
cphrase_210,Chúng tôi lớn lên cùng nhau,We grew up together,
cphrase_211,Tôi quan tâm đến bạn,I care about you,
cphrase_212,Tôi đói rồi,I'm hungry now,
cphrase_213,Chúng ta ăn gì đây?,What should we eat?,
cphrase_214,Món này ngon quá,This dish is so delicious,
cphrase_215,Cho tôi thêm một chút nữa,Give me a bit more,
cphrase_216,Tôi ăn chay,I'm vegetarian,
cphrase_217,Tôi bị dị ứng với hải sản,I'm allergic to seafood,
cphrase_218,Món này cay quá,This dish is too spicy,
cphrase_219,Tôi không ăn được cay,I can't eat spicy food,
cphrase_22,Làm phiền bạn rồi,Sorry to bother you,
cphrase_220,Cho tôi một ly nước,One glass of water please,
cphrase_222,Ăn thử đi,Try it,
cphrase_223,"Ngon lắm, cảm ơn","Delicious, thank you",
cphrase_224,Tôi muốn gọi món,I'd like to order,
cphrase_225,Tính tiền giúp tôi,Check please,
cphrase_226,Ăn cơm chưa?,Have you eaten yet?,
cphrase_227,Tôi đang giảm cân,I'm on a diet,
cphrase_228,Món này mặn quá,This is too salty,
cphrase_229,Ăn nhiều vào,Eat a lot,
cphrase_23,Cho tôi hỏi,May I ask...,
cphrase_230,Cho tôi thực đơn,Menu please,
cphrase_231,Cạn ly!,Cheers!,
cphrase_232,Tôi thèm phở quá,I'm craving phở,
cphrase_233,Nấu ăn ngon quá,You cook so well,
cphrase_234,Để tôi rửa bát,Let me wash the dishes,
cphrase_235,Chưa chín,Not cooked yet,
cphrase_236,Nguội rồi,It's gotten cold,
cphrase_237,Còn nóng không?,Is it still hot?,
cphrase_238,Ăn được không?,Is it edible / can you eat it?,
cphrase_239,Uống cà phê không?,Want some coffee?,
cphrase_24,Xin phép,Excuse me / with your permission,
cphrase_240,Tôi pha trà nhé,I'll make some tea,
cphrase_241,Đồ ăn còn nhiều lắm,There's plenty of food left,
cphrase_244,Rẻ hơn được không?,Can it be cheaper?,
cphrase_245,Tôi mua cái này,I'll buy this one,
cphrase_246,Tôi không mua nữa,I won't buy it,
cphrase_248,Trả bằng thẻ được không?,Can I pay by card?,
cphrase_249,Trả tiền mặt,Pay cash,
cphrase_25,Phiền bạn một chút,Could I trouble you for a moment,
cphrase_250,Cho tôi hóa đơn,Receipt please,
cphrase_251,Tôi hết tiền rồi,I'm out of money,
cphrase_252,Có size khác không?,Do you have another size?,
cphrase_253,Cho tôi thử được không?,Can I try it on?,
cphrase_255,Có màu khác không?,Any other colors?,
cphrase_256,Đây có phải giá tốt nhất không?,Is this the best price?,
cphrase_257,Tôi cần mua vài thứ,I need to buy a few things,
cphrase_258,Cửa hàng mở cửa lúc mấy giờ?,What time does the store open?,
cphrase_259,Trả lại được không?,Can I return this?,
cphrase_26,Tôi rất biết ơn,I'm very grateful,
cphrase_260,Tôi lấy cái này,I'll take this one,
cphrase_261,Còn hàng không?,Is it in stock?,
cphrase_262,Hôm nay trời đẹp quá,The weather is so nice today,
cphrase_263,Trời mưa rồi,It's raining,
cphrase_264,Trời nắng quá,It's so sunny,
cphrase_265,Trời lạnh quá,It's so cold,
cphrase_266,Trời nóng quá,It's so hot,
cphrase_267,Có vẻ sắp mưa,It looks like it's about to rain,
cphrase_268,Mang theo áo mưa nhé,Bring a raincoat,
cphrase_269,Gió to quá,The wind is so strong,
cphrase_27,Đừng khách sáo,No need to be so formal,
cphrase_270,Trời trong xanh,The sky is clear,
cphrase_271,Thời tiết hôm nay thế nào?,What's the weather like today?,
cphrase_272,Dự báo thời tiết nói sẽ mưa,The forecast says it'll rain,
cphrase_273,Trời âm u,It's overcast,
cphrase_274,Nóng ẩm quá,It's so hot and humid,
cphrase_275,Trời se lạnh,It's a bit chilly,
cphrase_276,Mặc thêm áo ấm vào,Put on a warmer jacket,
cphrase_277,Tôi bị đau đầu,I have a headache,
cphrase_278,Tôi bị đau bụng,I have a stomachache,
cphrase_279,Tôi không khỏe,I'm not feeling well,
cphrase_28,Thật là tốt bụng,That's so kind of you,
cphrase_280,Tôi bị cảm,I have a cold,
cphrase_281,Tôi bị sốt,I have a fever,
cphrase_282,Tôi cần đi bác sĩ,I need to see a doctor,
cphrase_283,Tôi bị ho,I have a cough,
cphrase_284,Uống thuốc chưa?,Have you taken your medicine?,
cphrase_285,Nghỉ ngơi nhiều vào,Get plenty of rest,
cphrase_286,Mau khỏe nhé,Get well soon,
cphrase_287,Tôi bị dị ứng,I have allergies,
cphrase_288,Tôi cần thuốc giảm đau,I need pain medicine,
cphrase_289,Chỗ này đau,It hurts here,
cphrase_29,Tôi thành thật xin lỗi,I sincerely apologize,
cphrase_290,Tôi thấy chóng mặt,I feel dizzy,
cphrase_291,Tôi ngủ không đủ giấc,I didn't get enough sleep,
cphrase_292,Tôi cần đi khám,I need a checkup,
cphrase_293,Vết thương đang lành lại,The wound is healing,
cphrase_294,Tôi khỏe lại rồi,I've recovered,
cphrase_295,Đừng thức khuya quá,Don't stay up too late,
cphrase_296,Chăm sóc bản thân nhé,Take care of yourself,
cphrase_297,Tôi đang bận làm việc,I'm busy working,
cphrase_298,Hôm nay tôi phải làm thêm giờ,I have to work overtime today,
cphrase_299,Cuộc họp lúc mấy giờ?,What time is the meeting?,
cphrase_30,Bỏ qua cho tôi nhé,Please forgive me,
cphrase_300,Tôi cần nộp báo cáo,I need to submit a report,
cphrase_301,Deadline là khi nào?,When is the deadline?,
cphrase_302,Tôi đang học tiếng Việt,I'm learning Vietnamese,
cphrase_303,Tôi có bài kiểm tra ngày mai,I have a test tomorrow,
cphrase_304,Tôi cần ôn bài,I need to review my lessons,
cphrase_305,Sếp tôi rất tốt,My boss is very kind,
cphrase_306,Công việc rất bận rộn,Work is very busy,
cphrase_307,Tôi mới bắt đầu công việc mới,I just started a new job,
cphrase_308,Tôi xin nghỉ phép,I'm requesting time off,
cphrase_309,Dự án này khó quá,This project is so difficult,
cphrase_31,Vâng,Yes (formal),
cphrase_310,Tôi cần tập trung,I need to focus,
cphrase_311,Hạn nộp là thứ Sáu,The due date is Friday,
cphrase_312,Tôi đang tìm việc,I'm looking for a job,
cphrase_313,Buổi phỏng vấn thế nào?,How was the interview?,
cphrase_314,Tôi được thăng chức,I got promoted,
cphrase_315,Lớp học bắt đầu lúc mấy giờ?,What time does class start?,
cphrase_316,Tôi phải thi cuối kỳ,I have final exams,
cphrase_317,Điện thoại tôi hết pin,My phone is out of battery,
cphrase_318,Cho tôi xin số điện thoại,Can I get your phone number,
cphrase_319,Gọi cho tôi nhé,Give me a call,
cphrase_32,Dạ,Yes (polite particle),
cphrase_320,Tôi nhắn tin cho bạn rồi,I texted you,
cphrase_321,Wifi mật khẩu là gì?,What's the wifi password?,
cphrase_322,Điện thoại tôi bị hỏng,My phone is broken,
cphrase_323,Tôi không nghe rõ,I can't hear clearly,
cphrase_324,Mất kết nối rồi,The connection dropped,
cphrase_325,Sạc điện thoại giúp tôi được không?,Can you charge my phone for me?,
cphrase_326,Chụp ảnh giúp tôi được không?,Can you take a photo for me?,
cphrase_327,Gửi cho tôi qua tin nhắn,Send it to me by text,
cphrase_328,Tôi gọi lại sau nhé,I'll call you back later,
cphrase_329,Máy tính tôi bị treo,My computer is frozen,
cphrase_330,Bạn có Zalo không?,Do you have Zalo?,
cphrase_331,Kết bạn với tôi nhé,Add me as a friend,
cphrase_332,Tôi vừa đăng bài,I just posted something,
cphrase_333,Video này hay quá,This video is so good,
cphrase_335,Rẽ trái,Turn left,
cphrase_336,Rẽ phải,Turn right,
cphrase_337,Còn xa không?,Is it still far?,
cphrase_338,Gần đây thôi,It's nearby,
cphrase_339,Đi đường nào?,Which way do I go?,
cphrase_340,Cho tôi xuống đây,Let me off here,
cphrase_341,Tôi bị lạc đường,I'm lost,
cphrase_342,Trạm xe buýt ở đâu?,Where's the bus stop?,
cphrase_343,Bao lâu thì tới?,How long until we arrive?,
cphrase_344,Tôi cần gọi taxi,I need to call a taxi,
cphrase_345,Chỗ đậu xe ở đâu?,Where's the parking?,
cphrase_346,Đường này bị kẹt xe,This road has traffic,
cphrase_347,Đi theo tôi,Follow me,
cphrase_348,Đến nơi rồi,We've arrived,
cphrase_349,Còn mấy trạm nữa?,How many more stops?,
cphrase_35,Không được,Can't / not okay,
cphrase_350,Vé bao nhiêu tiền?,How much is the ticket?,
cphrase_351,Nói sao nhỉ...,How should I put it...,
cphrase_352,Ý tôi là...,What I mean is...,
cphrase_353,Thật ra thì...,Actually...,
cphrase_354,Nói chung là...,Overall...,
cphrase_355,Đúng vậy đó,That's exactly right,
cphrase_356,Chuyện là thế này,Here's the thing,
cphrase_357,Nói thật với bạn,To be honest with you,
cphrase_358,Tôi hiểu ý bạn rồi,I get what you mean,
cphrase_359,Vậy à,"Oh, I see",
cphrase_360,Thế à,Is that so,
cphrase_361,Ừ thì...,Well...,
cphrase_362,Để tôi nghĩ đã,Let me think about it,
cphrase_363,Nói tiếp đi,Keep going / go on,
cphrase_364,Vậy thì sao?,So what then?,
cphrase_365,Không có gì đặc biệt,Nothing special,
cphrase_366,Cũng bình thường thôi,Just okay / average,
cphrase_367,Tôi cũng nghĩ vậy,I think so too,
cphrase_368,Chắc là vậy,Probably so,
cphrase_369,Nghe có lý đó,That makes sense,
cphrase_37,Sai rồi,That's wrong,
cphrase_370,Kể tôi nghe đi,Tell me about it,
cphrase_371,Sao cũng được,Whatever works,
cphrase_372,Tuỳ bạn quyết định,It's your call,
cphrase_373,Nói đùa thôi,Just kidding,
cphrase_374,Thật không đó?,Are you serious?,
cphrase_375,Trời ơi,Oh my goodness,
cphrase_376,Ôi trời,Oh no / oh wow,
cphrase_377,Chán quá,So boring / ugh,
cphrase_378,Hay quá,So cool / interesting,
cphrase_379,Tuyệt vời,Wonderful,
cphrase_38,Chắc chắn,Definitely / for sure,
cphrase_380,Không thể tin được,Unbelievable,
cphrase_381,Bạn nên nghỉ ngơi,You should rest,
cphrase_382,Tôi nghĩ bạn nên thử,I think you should try it,
cphrase_383,Cẩn thận nhé,Be careful,
cphrase_384,Đừng lo lắng quá,Don't worry too much,
cphrase_385,Bạn nên đi khám,You should get checked out,
cphrase_386,Tốt hơn là nên...,It's better to...,
cphrase_387,Bạn có thể thử cách này,You could try this way,
cphrase_388,Đừng bỏ cuộc,Don't give up,
cphrase_389,Cố lên,Keep going / you can do it,
cphrase_39,Có lẽ,Maybe,
cphrase_390,Bình tĩnh lại,Calm down,
cphrase_391,Suy nghĩ kỹ trước khi quyết định,Think carefully before deciding,
cphrase_392,Đừng vội,Don't rush,
cphrase_393,Hãy tin tôi,Trust me,
cphrase_394,Bạn làm được mà,You can do it,
cphrase_395,Nên cẩn thận với người lạ,Be careful with strangers,
cphrase_396,Tôi thích cái này hơn,I like this one better,
cphrase_397,Tôi không thích lắm,I don't like it much,
cphrase_398,Cái nào cũng được,Either one is fine,
cphrase_399,Tôi thích màu xanh,I like the color blue,
cphrase_4,Hẹn gặp lại,See you again,
cphrase_400,Theo tôi thì...,In my opinion...,
cphrase_401,Tôi thấy hợp lý,I find it reasonable,
cphrase_402,Tôi không đồng tình,I don't agree with that,
cphrase_403,Cá nhân tôi thì thích cái kia hơn,Personally I prefer that one,
cphrase_404,Món này hợp khẩu vị tôi,This suits my taste,
cphrase_405,Không phải gu của tôi,Not my style,
cphrase_406,Nhà tôi ở gần đây,My house is nearby,
cphrase_407,Cho tôi vào nhà,Let me come in,
cphrase_408,Cứ tự nhiên như ở nhà,Make yourself at home,
cphrase_409,Phòng tôi ở tầng hai,My room is on the second floor,
cphrase_41,Tôi đồng ý,I agree,
cphrase_410,Nhà tôi có ba phòng ngủ,My house has three bedrooms,
cphrase_411,Tôi mới chuyển nhà,I just moved,
cphrase_412,Bếp ở đằng kia,The kitchen is over there,
cphrase_413,Cửa bị khóa rồi,The door is locked,
cphrase_414,Đèn bị hỏng,The light is broken,
cphrase_415,Máy giặt đang chạy,The washing machine is running,
cphrase_416,Cuối tuần này rảnh không?,Are you free this weekend?,
cphrase_417,Đi chơi không?,Want to hang out?,
cphrase_418,Mình hẹn gặp lúc mấy giờ?,What time shall we meet?,
cphrase_419,Gặp ở đâu?,Where should we meet?,
cphrase_42,Tôi không đồng ý,I disagree,
cphrase_420,Bạn có đi không?,Are you coming?,
cphrase_421,Tôi không đi được,I can't make it,
cphrase_422,Chắc chắn tôi sẽ đến,I'll definitely be there,
cphrase_423,Hẹn bạn lần sau nhé,Let's plan for next time,
cphrase_424,Đi ăn tối không?,Want to grab dinner?,
cphrase_425,Cùng đi xem phim không?,Want to watch a movie together?,
cphrase_426,Tôi nhớ bạn,I miss you,
cphrase_427,Tôi yêu bạn,I love you,
cphrase_428,Tôi tự hào về bạn,I'm proud of you,
cphrase_429,Cảm ơn vì đã ở bên tôi,Thanks for being there for me,
cphrase_430,Tôi luôn ủng hộ bạn,I always support you,
cphrase_431,"Đừng lo, có tôi đây","Don't worry, I'm here",
cphrase_432,Tôi rất trân trọng bạn,I really appreciate you,
cphrase_433,Chúc mừng bạn nhé,Congratulations,
cphrase_434,Ồ!,Oh!,
cphrase_435,Wow!,Wow!,
cphrase_436,Thật sao?,Really?,
cphrase_437,Không thể nào!,No way!,
cphrase_438,Đúng rồi đó!,That's right!,
cphrase_439,Trời đất ơi!,Oh my goodness!,
cphrase_44,Cũng được,That works / fine either way,
cphrase_440,Tôi quên mất rồi,I completely forgot,
cphrase_441,Để tôi nhớ lại xem,Let me try to remember,
cphrase_442,Tôi vừa nhớ ra,I just remembered,
cphrase_443,Bạn nói lại được không?,Can you say that again?,
cphrase_444,Nói chậm lại giúp tôi,Please speak more slowly,
