ID,Vietnamese_Text,English_Text,Vietnamese_Female_Sound,Vietnamese_Male_Sound,Why
slang_u là trời,u là trời,"whoaa — playful, young, half-joking",,,missing
slang_căng,căng,"tense / heavy — a situation, not a person",,,missing
slang_đỉnh,đỉnh,top-tier / brilliant,,,missing
slang_xịn,xịn,the real thing / proper quality,,,missing
slang_chất,chất,cool / classy,,,missing
slang_hết sẩy,hết sẩy,fantastic — Southern,,,missing
slang_bá cháy,bá cháy,amazing / off the charts — Southern,,,missing
slang_số dzách,số dzách,"number one — old Southern slang, borrowed from Cantonese",,,missing
slang_hết nước chấm,hết nước chấm,unbeatable — lit. “no dipping sauce left”,,,missing
slang_tới bến,tới bến,all the way / to the bitter end,,,missing
slang_cày,cày,to grind / graft — also to binge-watch,,,missing
slang_cháy túi,cháy túi,skint / cleaned out,,,missing
slang_hớ,hớ,to get done / overpay without realising,,,missing
slang_bèo,bèo,dirt cheap / paltry,,,missing
slang_chùa,chùa,"free, on the house — của chùa = someone else’s money",,,missing
slang_dzô,dzô,"cheers! — the shout when glasses go up, Southern",,,missing
slang_mồi,mồi,the food you drink with,,,missing
slang_quẩy,quẩy,to party hard / let loose,,,missing
slang_tám,tám,to natter / gossip — Southern,,,missing
slang_buôn dưa lê,buôn dưa lê,"to gossip — Northern, lit. “selling melons”",,,missing
slang_hóng,hóng,to lurk / wait for the next bit of news,,,missing
slang_drama,drama,drama — borrowed straight from English,,,missing
slang_gato,gato,"jealous — from ghen ăn tức ở, and it sounds like the cake",,,missing
slang_chốt đơn,chốt đơn,done and dusted / sealed — from online selling,,,missing
slang_khum,khum,a cutesy spelling of không,,,missing
slang_gòy,gòy,a cutesy spelling of rồi,,,missing
slang_dzậy,dzậy,"Southern spelling of vậy, the way it actually sounds",,,missing
slang_gấu,gấu,boyfriend or girlfriend — lit. “bear”,,,missing
slang_cua,cua,to chase someone — lit. “crab”,,,missing
slang_đổ,đổ,to fall for someone — lit. to topple,,,missing
slang_thả thính,thả thính,to flirt / put out bait — lit. “to scatter fish bait”,,,missing
slang_bơ,bơ,to blank someone — lit. “butter”,,,missing
slang_ế,ế,"unsold — of stock, or of a person still single",,,missing
slang_hên,hên,lucky — Southern,,,missing
slang_xui,xui,unlucky,,,missing
slang_lì,lì,stubborn / won’t flinch,,,missing
slang_nhát,nhát,chicken / easily scared,,,missing
slang_khỉ gió,khỉ gió,"you little monkey — scolding a child, affectionate",,,missing
slang_xạo ke,xạo ke,full of it / a right fibber — Southern,,,missing
slang_chảnh,chảnh,stuck-up / up yourself — Southern,,,missing
slang_cà chớn,cà chớn,messing about / unreliable — Southern,,,missing
slang_nhây,nhây,won’t let it drop / clingy in an annoying way,,,missing
slang_quắc cần câu,quắc cần câu,absolutely hammered,,,missing
slang_phê,phê,buzzed / high / blissed out,,,missing
slang_quê,quê,cringe / provincial / embarrassing,,,missing
slang_mày,mày,"you — the blunt pronoun. Warm with close friends, an insult otherwise",,,missing
slang_tao,tao,"I — the blunt pronoun, always paired with mày",,,missing
slang_thằng,thằng,“that bloke” — a dismissive classifier for a man,,,missing
slang_con nhỏ,con nhỏ,"“that girl” — Southern, casual, edging on dismissive",,,missing
slang_gắt,gắt,savage / fierce — praise or complaint depending on tone,,,missing
slang_chặt chém,chặt chém,to rip off — of a shop or a driver,,,missing
slang_banh xác,banh xác,wrecked / knackered beyond repair,,,missing
slang_ngáo,ngáo,out of it / away with the fairies,,,missing
slang_chém gió,chém gió,to talk big / spin a yarn,,,missing
slang_nổ,nổ,to brag — lit. to explode,,,missing
slang_ba xạo,ba xạo,"full of it — Southern, stronger than plain xạo",,,missing
slang_lầy,lầy,shameless in a funny way / won’t behave,,,missing
slang_lươn lẹo,lươn lẹo,slippery / dodgy,,,missing
slang_cà khịa,cà khịa,to needle / wind someone up,,,missing
slang_phốt,phốt,a scandal / a screw-up that got out,,,missing
slang_bóc phốt,bóc phốt,to expose someone publicly,,,missing
slang_trẻ trâu,trẻ trâu,a kid acting big — “buffalo youth”,,,missing
slang_sửu nhi,sửu nhi,"same idea, jokier and more online",,,missing
slang_toang,toang,blown it / it’s ruined — very current,,,missing
slang_chết tiệt,chết tiệt,damn it / blasted thing,,,missing
slang_trời đánh,trời đánh,"god-struck — “you menace”, said fondly or not",,,missing
slang_quỷ tha ma bắt,quỷ tha ma bắt,"devil take you — theatrical, half-joking",,,missing
slang_thôi đi,thôi đi,give over / that’s enough,,,missing
slang_không liên quan,không liên quan,nothing to do with it / irrelevant,,,missing
slang_ai thèm,ai thèm,as if / who’d want to,,,missing
slang_im đi,im đi,be quiet,,,missing
slang_dẹp đi,dẹp đi,knock it off / clear off,,,missing
slang_ngốc,ngốc,"silly — soft, often affectionate",,,missing
slang_khờ,khờ,naive / green,,,missing
slang_hư,hư,naughty / badly behaved,,,missing
slang_ngu,ngu,stupid,,,missing
slang_đồ,đồ,“you ___” — the prefix that turns a word into an insult,,,missing
slang_đồ ngu,đồ ngu,you idiot — đồ turns anything into an insult,,,missing
slang_điên,điên,mad / crazy,,,missing
slang_khùng,khùng,crazy — Southern,,,missing
slang_dở hơi,dở hơi,daft / half-witted — more Northern,,,missing
slang_ăn hại,ăn hại,a freeloader / eats and does nothing,,,missing
slang_vô duyên,vô duyên,graceless / says the wrong thing constantly,,,missing
slang_đần,đần,dim / slow on the uptake,,,missing
slang_ngu như bò,ngu như bò,thick as an ox,,,missing
slang_não phẳng,não phẳng,"smooth-brained — online, jokey",,,missing
slang_mặt dày,mặt dày,thick-faced / shameless,,,missing
slang_vô liêm sỉ,vô liêm sỉ,"shameless — bookish wording, lands hard",,,missing
slang_vô tích sự,vô tích sự,good for nothing,,,missing
slang_đồ bỏ đi,đồ bỏ đi,a write-off / waste of space,,,missing
slang_thằng nhãi,thằng nhãi,little brat — aimed down at someone younger,,,missing
slang_ranh con,ranh con,brat / snot-nosed kid,,,missing
slang_mất nết,mất nết,"badly brought up — about character, not manners",,,missing
slang_dê,dê,letchy — lit. “goat”,,,missing
slang_ị,ị,"to poo — childish, what you say to a toddler",,,missing
slang_thối,thối,stinking / rotten,,,missing
slang_hôi,hôi,smelly — of a body or a room,,,missing
slang_xì hơi,xì hơi,to let one go — neutral wording,,,missing
slang_đánh rắm,đánh rắm,to fart — the Northern everyday word,,,missing
slang_ói,ói,to throw up — Southern,,,missing
slang_ốm nhom,ốm nhom,skin and bone — Southern,,,missing
slang_cứt,cứt,shit,,,missing
slang_đái,đái,to piss,,,missing
slang_xấu như ma,xấu như ma,ugly as a ghost,,,missing
slang_mửa,mửa,to puke — coarser,,,missing
slang_ghê tởm,ghê tởm,revolting,,,missing
slang_hôi nách,hôi nách,BO — said bluntly and often,,,missing
slang_xấu hoắc,xấu hoắc,proper ugly — Southern,,,missing
slang_muốn gì,muốn gì,what do you want? — the line before it kicks off,,,missing
slang_đánh nhau,đánh nhau,to have a fight,,,missing
slang_coi chừng,coi chừng,watch it / careful now,,,missing
slang_liệu hồn,liệu hồn,watch yourself,,,missing
slangp_0,"Trời ơi, hết hồn luôn!","God, that scared the life out of me!",,,missing
slangp_1,Mắc cười quá đi!,That’s so funny!,,,missing
slangp_2,Bó tay với ông luôn.,I give up on you.,,,missing
slangp_3,Đông quá trời luôn.,It’s absolutely packed.,,,missing
slangp_4,"Thôi kệ đi, không sao đâu.","Forget it, it’s fine.",,,missing
slangp_5,"Nay mệt quá, chán ghê.","I’m knackered today, so fed up.",,,missing
slangp_6,Đừng có xạo nha.,Don’t give me that.,,,missing
slangp_7,"Ngon quá, đã thiệt!",So good — that really hit the spot!,,,missing
slangp_8,"Lẹ lên đi, trễ rồi.","Hurry up, we’re late.",,,missing
slangp_9,Tối nay đi nhậu không?,Fancy going for a drink tonight?,,,missing
slangp_34,"Ủa, sao kỳ vậy?",Huh — that’s odd?,,,missing
slangp_35,"Ê, đi ăn không?","Oi, coming to eat?",,,missing
slangp_36,"Thôi xong, quên mất tiêu.",Well that’s that — completely forgot.,,,missing
slangp_37,"Tiêu rồi, trễ giờ rồi.","We’re done for, we’re late.",,,missing
slangp_38,"U là trời, đẹp dữ vậy!","Whoaa, that’s properly nice!",,,missing
slangp_39,Căng à nha.,That’s a heavy one.,,,missing
slangp_41,Món này đỉnh thiệt sự.,This dish is genuinely top-tier.,,,missing
slangp_42,"Đồ xịn đó, không phải hàng dỏm.","That’s the real thing, not a knock-off.",,,missing
slangp_43,Ăn xong hết sẩy luôn.,That was fantastic.,,,missing
slangp_44,Chơi tới bến luôn đi.,Let’s go all the way with it.,,,missing
slangp_45,Tháng này cày dữ lắm.,I’ve been grafting hard this month.,,,missing
slangp_46,"Cháy túi rồi, tháng sau đi.",I’m skint — let’s go next month.,,,missing
slangp_48,"Mua hớ rồi, chỗ kia rẻ hơn.",I got done — it’s cheaper over there.,,,missing
slangp_49,"Của chùa mà, cứ ăn đi.","It’s free, go on and eat.",,,missing
slangp_51,"Một hai ba, dzô!",One two three — cheers!,,,missing
slangp_52,Tối nay quẩy tới sáng.,We’re going till morning tonight.,,,missing
slangp_53,Ngồi tám chút đi.,Sit and have a natter a minute.,,,missing
slangp_59,Gato gì mà gato dữ vậy.,What are you so jealous about?,,,missing
slangp_61,Nay có gấu chưa?,Got yourself a partner yet?,,,missing
slangp_62,Nó thả thính cả xóm.,He’s flirting with the whole neighbourhood.,,,missing
slangp_63,Nhắn hoài mà nó bơ luôn.,I keep texting and he just blanks me.,,,missing
slangp_10,Hôm qua nó xỉn quắc cần câu.,He was absolutely hammered last night.,,,missing
slangp_11,Nhỏ đó chảnh dữ.,That girl’s so stuck-up.,,,missing
slangp_12,Ông cà chớn quá đi.,You’re such a messer.,,,missing
slangp_40,Ổng làm gắt thiệt.,He went in hard on that.,,,missing
slangp_47,"Chỗ đó chặt chém dữ lắm, đừng vô.","That place rips you off, don’t go in.",,,missing
slangp_50,Cái máy banh xác rồi.,The machine is completely wrecked.,,,missing
slangp_54,Ông chém gió vừa thôi.,Steady on with the tall tales.,,,missing
slangp_55,"Nó nổ dữ lắm, đừng tin.","He talks himself right up, don’t believe it.",,,missing
slangp_56,Toang rồi ông ơi.,"It’s all blown up, mate.",,,missing
slangp_57,Đừng có cà khịa nữa.,Stop winding people up.,,,missing
slangp_58,Nó bị bóc phốt trên mạng rồi.,He got called out online.,,,missing
slangp_60,Mấy đứa trẻ trâu đó ồn quá.,Those kids acting big are too loud.,,,missing
slangp_13,"Thôi đi, đủ rồi.","Give over, that’s enough.",,,missing
slangp_67,Ai thèm quan tâm.,As if anyone cares.,,,missing
slangp_14,Không liên quan tới tao.,Nothing to do with me.,,,missing
slangp_15,"Im đi, để người ta nói.",Be quiet and let them speak.,,,missing
slangp_64,"Dẹp đi, tao không rảnh.","Knock it off, I haven’t got time.",,,missing
slangp_65,Lo chuyện của mày đi.,Mind your own business.,,,missing
slangp_66,Xạo vừa thôi nha.,That’s enough of your rubbish.,,,missing
slangp_68,Đủ rồi đó nghe.,"That’s enough now, I mean it.",,,missing
slangp_81,kệ tao,leave me out of it,,,missing
slangp_82,đi chỗ khác,go somewhere else,,,missing
slangp_88,xạo vừa thôi,that’s enough of your rubbish,,,missing
slangp_89,nói ít thôi,talk less,,,missing
slangp_90,lo chuyện của mày đi,mind your own business,,,missing
slangp_91,chả ai quan tâm,nobody cares,,,missing
slangp_92,đủ rồi đó,that’s enough now — the warning before it escalates,,,missing
slangp_18,"Đồ ngu, làm sai hết rồi.","You idiot, you’ve got it all wrong.",,,missing
slangp_19,Nó khùng rồi hả?,Has he lost the plot?,,,missing
slangp_20,"Ăn hại, chẳng làm gì cả.",Useless — does nothing at all.,,,missing
slangp_69,"Ngu như bò, nói hoài không hiểu.",Thick as an ox — told him a hundred times.,,,missing
slangp_70,"Đồ mặt dày, không biết ngại.",Shameless — hasn’t got an ounce of embarrassment.,,,missing
slangp_72,"Ông già đó dê lắm, tránh ra.","That old man is letchy, keep away.",,,missing
slangp_23,Ở đây hôi quá.,It stinks in here.,,,missing
slangp_31,Mày muốn gì?,What do you want?,,,missing
slangp_32,Coi chừng đó nghe.,"You watch it, alright.",,,missing
slangp_77,Liệu hồn đó nghe.,Watch yourself.,,,missing
slangp_78,Đừng có làm quá nha.,Don’t push it.,,,missing
slangp_97,đừng có làm quá,don’t push it,,,missing
slang_câm mồm,câm mồm,shut your mouth,,,missing
slang_cút,cút,get lost / clear off,,,missing
slang_biến,biến,disappear / do one,,,missing
slang_xéo,xéo,clear off — Southern,,,missing
slang_mất dạy,mất dạy,badly brought up — an insult to the whole family,,,missing
slang_đồ mất dạy,đồ mất dạy,you ill-mannered thing,,,missing
slang_khốn nạn,khốn nạn,despicable / rotten to the core,,,missing
slang_đồ khốn,đồ khốn,you bastard,,,missing
slang_súc vật,súc vật,beast / animal — said of a person,,,missing
slang_đồ chó,đồ chó,you dog,,,missing
slang_thằng chó,thằng chó,that dog of a man,,,missing
slang_óc chó,óc chó,"dog-brained — a real insult, very common online",,,missing
slang_già dịch,già dịch,dirty old man,,,missing
slang_biến thái,biến thái,pervert,,,missing
slang_đĩ,đĩ,whore,,,missing
slang_con đĩ,con đĩ,that whore,,,missing
slang_đếch,đếch,"the same job as đéo, softer and more Southern",,,missing
slang_vãi,vãi,“damn / holy” — an intensifier tacked on the end,,,missing
slang_đéo,đéo,“f---ing not” — the Northern negative intensifier,,,missing
slang_vl,vl,how vãi lồn is written in messages — read it as the full phrase,,,missing
slang_chịch,chịch,to shag — crude but not the f-word,,,missing
slang_đụ,đụ,to f--- — the Southern word,,,missing
slang_địt,địt,to f--- in the North; to FART in the South. Read the note,,,missing
slang_cặc,cặc,dick,,,missing
slang_lồn,lồn,the crudest word for female genitals — the heaviest word here,,,missing
slang_buồi,buồi,dick — more Northern,,,missing
slang_vãi lồn,vãi lồn,the full-strength version of vãi,,,missing
slang_vcl,vcl,"vãi cả lồn, written. Stronger again than vl",,,missing
slang_cái lồn,cái lồn,“what the f---” — cái lồn gì đây? STRONG,,,missing
slang_vãi cả lồn,vãi cả lồn,the full form behind vcl. STRONG,,,missing
slang_clm,clm,"cái lồn mẹ, written. STRONG",,,missing
slang_con mẹ nó,con mẹ nó,"“damn the thing” — a softened family curse, close to “bloody hell”",,,missing
slang_mẹ kiếp,mẹ kiếp,damn it — a set curse nobody hears literally any more,,,missing
slang_ông đây,ông đây,"“this gentleman” = me — puffed-up, less obscene",,,missing
slang_bà đây,bà đây,the same move from a woman,,,missing
slang_đm,đm,"how địt mẹ / đụ má is written. Everywhere online, still the full curse",,,missing
slang_đồ con hoang,đồ con hoang,"bastard — about parentage, so it cuts deep",,,missing
slang_bố mày,bố mày,“your father” = me — arrogant first person,,,missing
slang_đụ má,đụ má,f--- your mother — the Southern form,,,missing
slang_địt mẹ,địt mẹ,the Northern form of the same curse,,,missing
slang_cmm,cmm,"con mẹ mày, written",,,missing
slang_dcm,dcm,"địt con mẹ, written — the most-typed curse there is",,,missing
slangp_16,"Cút đi, đừng phiền tao.",Get lost and stop bothering me.,,,missing
slangp_17,Biến đi cho khuất mắt.,Clear off out of my sight.,,,missing
slangp_21,Đồ mất dạy!,You ill-mannered so-and-so!,,,missing
slangp_22,Thằng đó khốn nạn thiệt.,That bloke really is despicable.,,,missing
slangp_71,Thằng đó óc chó thiệt.,That bloke is a genuine idiot. (STRONG),,,missing
slangp_24,Nói chuyện như cứt.,You’re talking absolute rubbish.,,,missing
slangp_25,Đếch biết luôn.,Haven’t got a clue.,,,missing
slangp_27,Ngon vãi!,Bloody delicious!,,,missing
slangp_26,Đéo hiểu gì hết.,Don’t understand a f---ing thing.,,,missing
slangp_28,Cái điện thoại này đéo xài được.,This phone is f---ing useless.,,,missing
slangp_73,Cái lồn gì vậy trời!,What the f--- is this? (STRONG),,,missing
slangp_74,Ngon vcl!,F---ing delicious. (STRONG in writing),,,missing
slangp_29,"Mẹ kiếp, lại hư nữa.","Damn it, broken again.",,,missing
slangp_30,"Con mẹ nó, quên mất rồi.","Bloody hell, I forgot.",,,missing
slangp_75,"Tổ cha mày, làm tao hết hồn.","You little sod, you scared the life out of me.",,,missing
slangp_96,tổ cha mày,"your ancestors! — Southern, and often affectionate",,,missing
slangp_76,Bố mày đéo sợ đâu.,I’m not scared of you. (STRONG — “bố mày” is the boast),,,missing
slangp_95,bà nội mày,your grandmother — used as a curse,,,missing
slangp_83,đụ má mày,the same aimed squarely at the person,,,missing
slangp_93,con mẹ mày,your mother — the curse behind cmm. STRONG,,,missing
slangp_94,địt con mẹ mày,the full Northern form. STRONG,,,missing
slangp_33,Đừng đụng vào tao.,Don’t you touch me.,,,missing
slangp_79,Mày thích gây sự à?,You looking for trouble?,,,missing
slangp_80,Ngon thì ra đây nói chuyện.,"If you’re so tough, come out here.",,,missing
slangp_84,muốn chết hả,you asking for it?,,,missing
slangp_85,tao đánh mày,I’ll hit you,,,missing
slangp_86,ra ngoài nói chuyện,take it outside,,,missing
slangp_87,đừng đụng vào tao,don’t touch me,,,missing
slangp_98,thích gây sự à,"looking for trouble, are you?",,,missing
slangp_99,ngon thì ra đây,"come out here then, if you’re so tough",,,missing
slangp_100,muốn ăn đấm hả,want a punch?,,,missing
slangp_101,tao chém mày,"I’ll cut you — a real threat, not banter",,,missing
slangp_102,tao giết mày,"I’ll kill you — usually empty between friends, not always",,,missing
text_ko,ko,không — no / not,,,missing
text_k,k,không — no / not — the shortest form,,,missing
text_kh,kh,không — no / not — a middle-length form,,,missing
text_hk,hk,không — no / not — Southern spelling,,,missing
text_hông,hông,"không — no / not — the Southern pronunciation, written out",,,missing
text_hem,hem,không — no / not — cute and playful,,,missing
text_dc,dc,được — can / okay,,,missing
text_đc,đc,được — can / okay — with the đ,,,missing
text_r,r,rồi — already / done,,,missing
text_rùi,rùi,rồi — already — spelled soft and friendly,,,missing
text_ch,ch,chưa — not yet,,,missing
text_chx,chx,chưa — not yet — the x stands in for the tone,,,missing
text_j,j,gì — what,,,missing
text_z,z,"vậy / gì — so / what — Southern, from the v→y sound",,,missing
text_vs,vs,với — with,,,missing
text_cx,cx,cũng — also / too,,,missing
text_cũg,cũg,cũng — also — a typo that stuck,,,missing
text_đg,đg,đang — currently / -ing,,,missing
text_lm,lm,làm — to do / to work,,,missing
text_bt,bt,biết / bình thường — to know — or “nothing special”,,,missing
text_bik,bik,biết — to know — spelled as it sounds,,,missing
text_lun,lun,luôn — right away / at all,,,missing
text_nx,nx,nữa — more / any more,,,missing
text_ntn,ntn,như thế nào — how / what’s it like,,,missing
text_pk,pk,phải không — …right? — the tag question,,,missing
text_vd,vd,ví dụ — for example,,,missing
text_vv,vv,vân vân — etc.,,,missing
text_ukm,ukm,ừ — yeah / mm-hm,,,missing
text_m,m,"mày / mình — you (rough) — or “me”, depending on who is typing",,,missing
text_t,t,tôi / tao / tớ — I / me,,,missing
text_mk,mk,mình — me / I — soft and friendly,,,missing
text_mik,mik,mình — me / I — the other common spelling,,,missing
text_b,b,bạn — you — neutral and safe,,,missing
text_bn,bn,bạn / bao nhiêu — you — or “how much”. Context decides,,,missing
text_a,a,"anh — older brother — “you” to an older man, or “I” from one",,,missing
text_e,e,"em — younger sibling — “you” to someone younger, or “I” to someone older",,,missing
text_ae,ae,anh em — the lads / mates,,,missing
text_mn,mn,mọi người — everyone,,,missing
text_mng,mng,mọi người — everyone — the other spelling,,,missing
text_ny,ny,người yêu — boyfriend / girlfriend,,,missing
text_nyc,nyc,người yêu cũ — an ex,,,missing
text_vk,vk,vợ — wife — also used jokingly between couples,,,missing
text_ck,ck,"chồng / chuyển khoản — husband — but also “bank transfer”, so read the thread",,,missing
text_nt,nt,nhắn tin — to text,,,missing
text_tl,tl,trả lời — to reply,,,missing
text_rep,rep,trả lời — to reply — straight from English,,,missing
text_ib,ib,nhắn riêng — DM me — from “inbox”,,,missing
text_cmt,cmt,bình luận — to comment,,,missing
text_add,add,kết bạn — to add as a friend,,,missing
text_kb,kb,kết bạn / không biết — add friend — or “dunno”. Two different words,,,missing
text_avt,avt,ảnh đại diện — profile picture,,,missing
text_nc,nc,"nói chuyện — to talk, to chat",,,missing
text_đt,đt,điện thoại — phone,,,missing
text_trg,trg,trong / trường — in — or “school”. Context decides,,,missing
text_sn,sn,sinh nhật — birthday,,,missing
text_qt,qt,quan tâm — to care about,,,missing
text_qtr,qtr,quan trọng — important,,,missing
text_bg,bg,bây giờ — now,,,missing
text_hnay,hnay,hôm nay — today,,,missing
text_hqua,hqua,hôm qua — yesterday,,,missing
text_t7,t7,"thứ bảy — Saturday — weekdays go t2 to t7, then cn",,,missing
text_cn,cn,chủ nhật — Sunday,,,missing
text_cf,cf,cà phê — coffee — and “going for a coffee”,,,missing
text_ok,ok,"được / đồng ý — okay — also written oke, okii",,,missing
text_tks,tks,cảm ơn — thanks,,,missing
text_sr,sr,xin lỗi — sorry,,,missing
text_bb,bb,tạm biệt — bye,,,missing
text_haha,haha,laughing — the plain one,,,missing
text_hihi,hihi,"a small, shy or cheeky laugh",,,missing
text_hehe,hehe,a sly or pleased laugh,,,missing
text_:)),:)),"laughing hard. More brackets, more laughter: :)))) ",,,missing
text_cmn,cmn,của mẹ nó — “bloody” — an intensifier wedged mid-sentence. VULGAR,,,missing
text_vl,vl,vãi lồn — “as hell” — goes on the end. VERY VULGAR,,,missing
text_vcl,vcl,vãi cả lồn — stronger again than vl. VERY VULGAR,,,missing
text_dm,dm,địt mẹ — the standard typed curse. VERY VULGAR,,,missing
textp_0,ko dc đâu,that won’t work,,,missing
textp_1,t ko bít,I don’t know,,,missing
textp_2,ko sao,it’s fine / no worries,,,missing
textp_3,m ko đi à?,you’re not coming?,,,missing
textp_4,k đc,can’t / not allowed,,,missing
textp_5,mai k rảnh,not free tomorrow,,,missing
textp_6,a k nhớ hả,you don’t remember?,,,missing
textp_7,kh phải,that’s not it,,,missing
textp_8,e kh hiểu,I don’t get it,,,missing
textp_9,hk có gì,you’re welcome / it’s nothing,,,missing
textp_10,hk đi dc,can’t make it,,,missing
textp_11,đi hông?,coming?,,,missing
textp_12,hông chịu đâu,"no way, I’m not having that",,,missing
textp_13,hem biết nữa,"no idea, honestly",,,missing
textp_14,e hem rảnh,I’m not free,,,missing
textp_15,dc r,that’ll do / okay then,,,missing
textp_16,mai dc ko?,is tomorrow okay?,,,missing
textp_17,t lm dc,I can do it,,,missing
textp_18,đc đó,"yeah, that works",,,missing
textp_19,ko đc r,that’s not going to work now,,,missing
textp_20,xong r,all done,,,missing
textp_21,a ăn cơm chưa? — r,have you eaten? — yeah,,,missing
textp_22,t về r,I’m home / I’ve left,,,missing
textp_23,e biết rùi,I know already,,,missing
textp_24,muộn rùi,it’s late,,,missing
textp_25,ăn ch?,eaten yet?,,,missing
textp_26,t ch lm,I haven’t done it,,,missing
textp_27,xong chx?,finished yet?,,,missing
textp_28,chx tới,not there yet,,,missing
textp_29,lm j đó?,what are you up to?,,,missing
textp_30,có j ko?,anything up?,,,missing
textp_31,ăn j?,what shall we eat?,,,missing
textp_32,sao z?,what’s up? / what’s wrong?,,,missing
textp_33,z hả,"oh, is that right",,,missing
textp_34,lm z lm j,why do that?,,,missing
textp_35,đi vs t,come with me,,,missing
textp_36,nc vs a,talk to you,,,missing
textp_37,t cx z,same here,,,missing
textp_38,cx dc,that works too,,,missing
textp_39,e cũg ko bt,I don’t know either,,,missing
textp_40,t đg bận,I’m busy right now,,,missing
textp_41,đg đi r,on my way,,,missing
textp_42,lm j giờ này,what are you doing at this hour,,,missing
textp_43,mai lm ko?,working tomorrow?,,,missing
textp_44,t bt r,I know,,,missing
textp_45,phim đó bt thôi,that film was just okay,,,missing
textp_46,ai bik,who knows,,,missing
textp_47,e bik r,I know already,,,missing
textp_48,đi lun đi,let’s just go now,,,missing
textp_49,ko thấy lun,couldn’t see a thing,,,missing
textp_50,thêm 1 cái nx,one more,,,missing
textp_51,ko đi nx,not going any more,,,missing
textp_52,lm ntn?,how do I do it?,,,missing
textp_53,hôm qua ntn?,how did yesterday go?,,,missing
textp_54,a đi pk?,"you’re going, right?",,,missing
textp_55,z pk,"that’s it, isn’t it",,,missing
textp_56,vd như hôm qua,"like yesterday, for instance",,,missing
textp_57,"cà phê, trà sữa vv","coffee, bubble tea and so on",,,missing
textp_58,ukm t bit r,"yeah, I know",,,missing
textp_59,ukm đi đi,"yeah, off you go",,,missing
textp_60,m đâu r?,where are you?,,,missing
textp_61,m nghĩ z ko,do you reckon so?,,,missing
textp_62,t đi trc nha,I’m off first,,,missing
textp_63,t vs m,you and me,,,missing
textp_64,mk ko rảnh,I’m not free,,,missing
textp_65,mk hỏi tí,quick question,,,missing
textp_66,mik cx đag đi,I’m on my way too,,,missing
textp_67,b khoẻ ko?,how are you?,,,missing
textp_68,b ơi,hey / excuse me,,,missing
textp_69,bn tuổi r?,how old are you?,,,missing
textp_70,bn tiền z?,how much is it?,,,missing
textp_71,bn đi ko?,are you coming?,,,missing
textp_72,a ơi,hey (to an older man),,,missing
textp_73,a đag ở đâu,where are you?,,,missing
textp_74,e tới r a,I’m here,,,missing
textp_75,e ăn ch?,have you eaten?,,,missing
textp_76,ae đi nhậu ko,"lads, drinks?",,,missing
textp_77,cảm ơn ae,thanks lads,,,missing
textp_78,chào mn,hi everyone,,,missing
textp_79,mn đâu r,where is everybody?,,,missing
textp_80,mng ơi giúp e vs,can someone help me,,,missing
textp_81,có ny ch?,got a partner yet?,,,missing
textp_82,đi vs ny r,out with my other half,,,missing
textp_83,nyc nt lại,my ex texted,,,missing
textp_84,vk ơi về ăn cơm,"love, come home for dinner",,,missing
textp_85,ck e đag lm,my husband is at work,,,missing
textp_86,e ck cho a r nha,I’ve sent you the transfer,,,missing
textp_87,nt cho t nha,text me,,,missing
textp_88,nt hoài ko trl,I keep texting and get nothing back,,,missing
textp_89,sao ko tl?,why aren’t you answering?,,,missing
textp_90,tl giúp e vs,please get back to me,,,missing
textp_91,rep t đi,answer me,,,missing
textp_92,nó ko rep,he’s not replying,,,missing
textp_93,ib cho m nha,DM me,,,missing
textp_94,ai cần thì ib,DM if you want one,,,missing
textp_95,cmt bên dưới nha,comment below,,,missing
textp_96,add t vs,add me,,,missing
textp_97,kb vs m nha,let’s be friends,,,missing
textp_98,kb lun á,no idea at all,,,missing
textp_99,đổi avt r à,changed your profile pic?,,,missing
textp_100,nc tí đi,let’s talk a minute,,,missing
textp_101,ko muốn nc,I don’t want to talk,,,missing
textp_102,đt hết pin r,my phone’s dead,,,missing
textp_103,gọi đt đi,just ring me,,,missing
textp_104,ở trg nhà,inside the house,,,missing
textp_105,e đag ở trg,I’m at school,,,missing
textp_106,mai sn t,my birthday’s tomorrow,,,missing
textp_107,chúc mừng sn nha,happy birthday,,,missing
textp_108,ai qt đâu,nobody cares,,,missing
textp_109,cảm ơn a đã qt,thanks for caring,,,missing
textp_110,cái này qtr lắm,this really matters,,,missing
textp_111,ko qtr đâu,it doesn’t matter,,,missing
textp_112,bg mấy giờ r?,what time is it?,,,missing
textp_113,đi bg lun,let’s go right now,,,missing
textp_114,hnay m rảnh ko,free today?,,,missing
textp_115,hqua vui z,yesterday was fun,,,missing
textp_116,t7 này đi ko?,up for Saturday?,,,missing
textp_117,cn t bận r,I’m busy Sunday,,,missing
textp_118,đi cf ko?,fancy a coffee?,,,missing
textp_119,ok lun,"yep, done",,,missing
textp_120,ok e nha,okay then,,,missing
textp_121,tks a nhiều,thanks a lot,,,missing
textp_122,"sr e nha, t quên","sorry, I forgot",,,missing
textp_123,bb mn nha,bye everyone,,,missing
textp_124,haha đúng r,"haha, exactly",,,missing
textp_125,e đùa thôi hihi,only joking,,,missing
textp_126,t lm r hehe,already did it,,,missing
textp_127,nghe xong t :)),I lost it when I heard,,,missing
textp_128,z mà cx tin :)))),and you believed that,,,missing
textp_129,mệt cmn r,I’m bloody knackered,,,missing
